search_term,ad_id,page_name,page_id,status,platforms,display_format,ad_title,ad_copy_preview,caption,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,page_likes,collation_count,categories,targeted_countries,page_profile_url,collected_at
Uniqlo,1335268941477694,Uniqlo Indonesia,302580029860149,ACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},"Hadir dalam banyak pilihan warna untuk hari-harimu. Yuk, download & eksplor di sini. | Hadir dalam banyak pilihan warna untuk hari-harimu. Yuk, download & eksplor di sini.",play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.uniqlo.id.catalogue,2025-11-11,2026-04-01,140,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,327786.0,1.0,UNKNOWN,N/A,https://www.facebook.com/UniqloIndonesiaOfficial/,2026-04-02 18:36:58
Nike,616705597786785,VARIO,1661641297454773,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",MULTI_IMAGES,N/A,"Ivan had a great time in LA at @intersectwatchshow meeting enthusiasts, customers, collaborators and brand owners. Visit @minutesandhourswatches next weekend to say hi and check out our watches.",N/A,N/A,N/A,2025-08-03,2026-01-05,155,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,12330.0,1.0,UNKNOWN,N/A,https://www.facebook.com/varioeveryday/,2026-04-02 18:35:41
flash sale,1868242320688535,VILTROX,1045682588901805,INACTIVE,INSTAGRAM,CAROUSEL,N/A,  |  ,viltrox.com,Shop now,https://viltrox.com/?ref=mmwlemsu,2025-07-07,2025-07-12,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,175013.0,1.0,UNKNOWN,N/A,https://www.facebook.com/viltrox.official/,2026-04-02 18:38:22
Nike,1945720889671373,Vidio Original Series,107669911416634,ACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,"Darah, Pengkhianatan, & Rahasia Gelap — Saksikan Pertaruhan The Series 3 di Vidio!","Elzan difitnah atas kejahatan yang tak ia lakukan. Saat keluarganya terancam, ia harus berjuang membuktikan kebenaran sambil melawan bayang-bayang masa lalu. Siapa dalang di balik semua kekacauan ini?",www.vidio.com,Subscribe,https://www.vidio.com/watch/8997443-ep-01-kedamaian-palsu&utm_source=facebook&utm_medium=performance-marketing&utm_campaign=ua&utm_content=pertaruhan3,2026-01-23,2026-04-01,67,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1023672.0,2.0,UNKNOWN,N/A,https://www.facebook.com/vidiooriginals/,2026-04-02 18:35:41
Nike,1396825962144398,Vidio Original Series,107669911416634,ACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER",VIDEO,"Darah, Pengkhianatan, & Rahasia Gelap — Saksikan Pertaruhan The Series 3 di Vidio!","Elzan difitnah atas kejahatan yang tak ia lakukan. Saat keluarganya terancam, ia harus berjuang membuktikan kebenaran sambil melawan bayang-bayang masa lalu. Siapa dalang di balik semua kekacauan ini?",play.google.com,Subscribe,http://play.google.com/store/apps/details?id=com.vidio.android,2026-01-23,2026-04-02,68,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1023672.0,2.0,UNKNOWN,N/A,https://www.facebook.com/vidiooriginals/,2026-04-02 18:35:41
diskon,2525633611164543,Vitagerd - Menjaga Kesehatan Pencernaan,110262002069499,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,"ANDA TIDAK PERLU MERACIK REMPAH REMPAH LAGI, KARENA SEMUANYA SUDAH TERACIK DI MADU VITAGERD","🌟 PROMO SPESIAL MADU VITAGERD! 🌟
✅ Diskon pembelian 25% 
✅ Potongan Harga Hingga 150.000
✅ Potongan Ongkir Seluruh Indonesia
✅ Gratis Ongkir 100% untuk JABODETABEK
✅ Terbuat 100 % dari Bahan-bahan Ala",lambungvit.com,Book now,https://lambungvit.com/vitagerd_redakan-asamlambung_v1/,2025-11-23,2026-04-02,129,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,48254.0,2.0,UNKNOWN,N/A,https://www.facebook.com/vitagerd.net/,2026-04-02 18:38:47
diskon,1557075595300377,Vitagerd - Menjaga Kesehatan Pencernaan,110262002069499,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,"ANDA TIDAK PERLU MERACIK REMPAH REMPAH LAGI, KARENA SEMUANYA SUDAH TERACIK DI MADU VITAGERD","🌟 PROMO SPESIAL MADU VITAGERD! 🌟
✅ Diskon pembelian 25% 
✅ Potongan Harga Hingga 150.000
✅ Potongan Ongkir Seluruh Indonesia
✅ Gratis Ongkir 100% untuk JABODETABEK
✅ Terbuat 100 % dari Bahan-bahan Ala",lambungvit.com,Book now,https://lambungvit.com/vitagerd_redakan-asamlambung_v1/,2025-11-23,2026-04-02,129,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,48254.0,1.0,UNKNOWN,N/A,https://www.facebook.com/vitagerd.net/,2026-04-02 18:38:47
flash sale,1457262671918711,Weekly Deal Hub,135358696323295,INACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,HANDMADE POSITIVE POTATO,"💖 Need a little spud bud? Want the company of a cute and silly friend? Meet Positive Potato. This happy little spud is always there when you need a smile. ☺️

Get Yours Here >> https://weeklydealhub.c",weeklydealhub.com,Shop now,https://weeklydealhub.com/potato,2025-03-04,2026-03-06,367,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6329.0,1.0,UNKNOWN,N/A,https://www.facebook.com/weeklydealhub/,2026-04-02 18:38:22
Adidas,850360624418444,WritePilot,752154007984814,ACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER",DCO,{{product.name}},Generate bulk product descriptions and metadata in minutes with WritePilot. Save time and boost your store's efficiency! | Generate bulk product descriptions and metadata in minutes with WritePilot. S,apps.shopify.com/writepilot-ai,Learn more,https://apps.shopify.com/ai-content-generator-by-amasty,2025-12-03,2026-04-01,118,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,118.0,,UNKNOWN,N/A,https://www.facebook.com/61579657360649/,2026-04-02 18:36:07
flash sale,1342869957222138,Writeless AI,134964749693037,INACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER, THREADS",VIDEO,30% Off Writeless AI Today,"Use Code FLASH30 to get 30% off Writeless AI today.

Still banging out essays with ChatGPT? 🎓✍️ Let's kick it up a notch with Writeless - your new AI sidekick that's all about nailing those papers wit",writeless.ai,Learn more,https://writeless.ai/,2025-08-27,2025-10-06,40,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,33595.0,3.0,UNKNOWN,N/A,https://www.facebook.com/61551165148478/,2026-04-02 18:38:22
Zara,459511933417684,X Parfum Club,2079468075622011,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,"Fırsatlar Kaçmaz! 3 al 2 öde yanında , Ekstra Hediye Parfüm Senin!","Fırsatlar Kaçmaz! 3 al 2 öde yanında , Ekstra Hediye Parfüm Senin!",xparfumclub.com,Shop now,https://xparfumclub.com/,2024-11-18,2025-12-17,394,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,679.0,1.0,UNKNOWN,N/A,https://www.facebook.com/xparfumclubbb/,2026-04-02 18:37:31
diskon,2047667189351122,ZALORA,281687248552043,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,{{product.brand}}{{product.name}},"Belanja fashion pria dan wanita di Zalora. Baju, celana, rok, sepatu, tas dan produk fashion lainnya. Extra diskon 25% + cashback 5% pembelian pertama.
✔️ Produk original
✔️ Gratis ongkir ke kota-kota",zalora.co.id,Shop now,http://www.zalora.co.id/,2026-01-13,2026-04-01,77,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7881814.0,,UNKNOWN,N/A,https://www.facebook.com/ZALORAIndonesia/,2026-04-02 18:38:47
Zara,674095135638666,Zara Jensen,851648278022068,INACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,read more article on adult hotel,read more article on adult hotel,CouponRadar.com,Learn more,https://resultsfordeals.com/p/discover-the-ultimate-guide-to-adult-only-hotels-for-your-next-getaway-223456.webm?cpc=&campaign_id={{campaign.id}}&arb_ad_id=1869593&utm_source=fb&short_name=fbk&ad_name={{ad.name}}&network=facebook&uid=&section_id={{adset.id}}&ad_id={{ad.id}}&arb_direct=on&utm_campaign=arb-382138&section_name={{adset.name}}&campaign_name={{campaign.name}}&arb_campaign_id=382138&utm_medium=1664,2025-12-06,2026-02-13,69,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,8020.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61581428961354/,2026-04-02 18:37:31
flash sale,1165308585335638,Zeelool,139828306726894,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.name}},"💯💯24 hours flash sale!! Don't miss it‼‼
down to $7 | 💯💯24 hours flash sale!! Don't miss it‼‼
down to $7",zeelool.com,Shop now,https://www.zeelool.com/?utm_source=fb1&utm_medium=sy-lksp,2025-03-17,2025-07-08,113,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1099376.0,,UNKNOWN,N/A,https://www.facebook.com/zeelooloptical/,2026-04-02 18:38:22
flash sale,903919878485747,Zeelool,139828306726894,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.name}},"💯💯24 hours flash sale!! Don't miss it‼‼
down to $7 | 💯💯24 hours flash sale!! Don't miss it‼‼
down to $7",zeelool.com,Shop now,https://www.zeelool.com/?utm_source=fb1&utm_medium=sy-lksp,2025-02-17,2025-04-10,51,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1099376.0,,UNKNOWN,N/A,https://www.facebook.com/zeelooloptical/,2026-04-02 18:38:22
Adidas,482286714155684,adidas,182162001806727,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},En yeni ürünleri stoklar tükenmeden keşfet! | En yeni ürünleri stoklar tükenmeden keşfet!,trendyol.com,Shop now,https://www.trendyol.com/magaza/adidas-m-61?sst=0,2024-11-06,2025-04-17,161,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,43324763.0,,UNKNOWN,N/A,https://www.facebook.com/adidas/,2026-04-02 18:36:07
Adidas,3415757361921751,atmos Indonesia,113308273640777,ACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,atmos Indonesia,  |  ,atmos.co.id,Shop now,https://atmos.co.id/collections/ads-catalog-gr-february-2026,2026-03-05,2026-04-01,26,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1861.0,1.0,UNKNOWN,N/A,https://www.facebook.com/atmosid/,2026-04-02 18:36:07
Adidas,1389286705857533,atmos Indonesia,113308273640777,ACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,atmos Indonesia,  |  ,atmos.co.id,Shop now,https://atmos.co.id/collections/new-arrivals,2026-02-23,2026-04-01,36,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1861.0,3.0,UNKNOWN,N/A,https://www.facebook.com/atmosid/,2026-04-02 18:36:07
Adidas,1285399070142426,dasslersfinest,101717742281538,INACTIVE,INSTAGRAM,IMAGE,N/A,adidas Spezial & CP Company footwear 2024. What did you acquire?,instagram.com,Visit Instagram profile,http://instagram.com/dasslersfinest,2026-03-11,2026-04-01,21,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,5.0,UNKNOWN,N/A,https://www.instagram.com/_u/dasslersfinest,2026-04-02 18:36:07
Adidas,1252680343492898,dasslersfinest,101717742281538,INACTIVE,INSTAGRAM,IMAGE,N/A,"A variety of original 1980’s adidas Ivan Lendl items. Included are tennis shoe models, clothing, bags, sweatbands, and autographed pictures. There were a few different series of Lendl collections, ‘Th",instagram.com,Visit Instagram profile,http://instagram.com/dasslersfinest,2026-02-27,2026-03-30,30,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,1.0,UNKNOWN,N/A,https://www.instagram.com/_u/dasslersfinest,2026-04-02 18:36:07
Puma,888429257241559,dasslersfinest,101717742281538,INACTIVE,INSTAGRAM,IMAGE,N/A,"Red, white & blue x 4.",instagram.com,Visit Instagram profile,http://instagram.com/dasslersfinest,2026-02-05,2026-03-04,27,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,1.0,UNKNOWN,N/A,https://www.instagram.com/_u/dasslersfinest,2026-04-02 18:36:33
Adidas,878066744580215,dasslersfinest,101717742281538,INACTIVE,INSTAGRAM,IMAGE,N/A,"Some Saturday red, white & blue. #adidas #spezial #spzl #adidasoriginals #adidasgallery #nikesneakers #sneakersmag #stripes #teamadidas #threestripes #hypebeast #vintage #hypebeaststyle #3stripesstyle",instagram.com,Visit Instagram profile,http://instagram.com/dasslersfinest,2026-01-17,2026-02-06,20,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,4.0,UNKNOWN,N/A,https://www.instagram.com/_u/dasslersfinest,2026-04-02 18:36:07
Adidas,2229344620907696,dasslersfinest,101717742281538,INACTIVE,INSTAGRAM,IMAGE,N/A,4 versions of adidas Stockholm. Which one do you prefer?,instagram.com,Visit Instagram profile,http://instagram.com/dasslersfinest,2025-12-17,2026-01-01,15,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,1.0,UNKNOWN,N/A,https://www.instagram.com/_u/dasslersfinest,2026-04-02 18:36:07
Adidas,1953239651889410,dasslersfinest,101717742281538,INACTIVE,INSTAGRAM,IMAGE,N/A,adidas Spezial & CP Company footwear 2024. What did you acquire?,instagram.com,Visit Instagram profile,http://instagram.com/dasslersfinest,2025-11-30,2025-12-18,18,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,5.0,UNKNOWN,N/A,https://www.instagram.com/_u/dasslersfinest,2026-04-02 18:36:07
Nike,812310075156209,deadlypickers,109949778541786,ACTIVE,INSTAGRAM,VIDEO,N/A,"🔥𝗥𝗘𝗔𝗗𝗬 𝗧𝗢 𝗣𝗜𝗖𝗞🔥
• Nike Air Max TN Triple Black
• Size: 37/23cm
Size: 38/23.5cm
Size: 39/24.5cm
Size: 40/25cm
Size: 41/26cm
Size: 42/26.5cm
Size: 43/27.5cm
Size: 44/28cm
Kondisi 98%
NOMINUS || #dpicker",instagram.com,Visit Instagram profile,http://instagram.com/deadlypickers,2026-01-19,2026-04-02,72,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100086358758134/,2026-04-02 18:35:41
Nike,1554887175556639,deadlypickers,109949778541786,ACTIVE,INSTAGRAM,VIDEO,N/A,"‼️RESTOCK‼️
Nike P-6000 White Obsidian
buat yang dari kemaren udah ngincer dan request barang ini langsung aja gaskeun, takutknya keburu abis lagi😉",instagram.com,Visit Instagram profile,http://instagram.com/deadlypickers,2025-12-19,2026-04-02,103,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100086358758134/,2026-04-02 18:35:41
Uniqlo,1293617258771617,itsmeeks,118447651264420,INACTIVE,INSTAGRAM,VIDEO,N/A,"Nike Tee Upcycled Toque. I've been getting busy with designing, art and sewing lately. Here is my 1 of 1. 😊🫦💪🏻 

Toque: Yours truly
Jacket: Coach Jacket @uniqloau @uniqlo
Pants: Ezekiel Pants @iloveug",instagram.com,Visit Instagram profile,http://instagram.com/itsmeeks,2025-07-26,2025-08-02,7,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,1.0,UNKNOWN,N/A,https://www.instagram.com/_u/itsmeeks,2026-04-02 18:36:58
Nike,2643877522663293,news outfit,820239701181847,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",N/A,N/A,"🎁BOTAS DE FÚTBOL NIKE GRATIS PARA PRUEBA
✅ Sin impuestos, sin registro — solo sigue los pasos.",N/A,N/A,N/A,2026-01-17,2026-03-10,51,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,,2.0,UNKNOWN,N/A,https://www.facebook.com/61584049165478/,2026-04-02 18:35:41
flash sale,1251243637175545,reeten_jasagbreal,195650976970063,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,reeten_jasagbreal,  |  ,instagram.com,Visit Instagram profile,http://instagram.com/reeten_jasagbreal,2026-02-27,2026-04-02,33,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,1.0,UNKNOWN,N/A,https://www.instagram.com/_u/reeten_jasagbreal,2026-04-02 18:38:22
Puma,775015671651812,sbs_bali,126029300590704,ACTIVE,INSTAGRAM,VIDEO,N/A,"Enjoy wide selection of international & local brands and get special offers  for a lot of brands only @sbs_bali 🔥

• DEUS - disc up to 10% (Selected Items)

• VANS - disc up to 30% (Selected Items) - ",instagram.com,Visit Instagram profile,http://instagram.com/sbs_bali,2025-08-11,2026-04-02,234,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,1.0,UNKNOWN,N/A,https://www.instagram.com/_u/sbs_bali,2026-04-02 18:36:33
Adidas,1476170824052822,thriftvibes.co_,230379746835025,ACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,thriftvibes.co_,  |  ,instagram.com,Visit Instagram profile,http://instagram.com/thriftvibes.co_,2026-02-11,2026-03-27,43,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,1.0,UNKNOWN,N/A,N/A,2026-04-02 18:36:07
flash sale,1449013049637647,urcoursez,112663377169299,INACTIVE,"FACEBOOK, INSTAGRAM, THREADS",DCO,{{product.name}},"Unlock MEP Mastery!

Get instant access to 11 online courses, 500+ lectures, and monthly updates for a limited time! 

Who is this for?
• Contractors
• Engineers (all fields)
• Consultants
• Business ",urcoursez.com,Learn more,https://lp.urcoursez.com/mep-en-pkg-fb-ads,2025-08-22,2025-12-13,113,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,15228.0,2.0,UNKNOWN,N/A,https://www.facebook.com/urcoursez/,2026-04-02 18:38:22
H&M,2516237971904614,verlobungsring.de,110943248969711,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Der perfekte Verlobungsring? 💍,"Zeig ihr deine Liebe mit dem perfekten Antrag. Jetzt den passenden VERLOBUNGSRING finden 💍

📦| Gratis Versand
💨| In 24h Lieferbar
🖋️| Kostenlose Gravur
🎁| Im passenden Etui
🌱| Hergestellt in Deutschla",verlobungsring.de,Learn more,https://www.verlobungsring.de/,2024-11-12,2026-04-01,504,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,8929.0,1.0,UNKNOWN,N/A,https://www.facebook.com/verlobungsring.de/,2026-04-02 18:37:56
